BAG_ID_Pand,status
0518100000212511,occur_both
0518100000212519,occur_both
0518100000212521,occur_both
0518100000212679,occur_both
0518100000212760,occur_both
0518100000212761,occur_both
0518100000212783,occur_both
0518100000212817,occur_both
0518100000212920,occur_both
0518100000212927,occur_both
0518100000212930,occur_both
0518100000212953,occur_both
0518100000213047,occur_both
0518100000213151,occur_both
0518100000213213,occur_both
0518100000213218,occur_both
0518100000213251,occur_both
0518100000213276,occur_both
0518100000213285,occur_both
0518100000213296,occur_both
0518100000213345,occur_both
0518100000213387,occur_both
0518100000213478,occur_both
0518100000213506,occur_both
0518100000213508,occur_both
0518100000213511,occur_both
0518100000213512,occur_both
0518100000213513,occur_both
0518100000213514,occur_both
0518100000213678,occur_both
0518100000213749,occur_both
0518100000213793,occur_both
0518100000213794,occur_both
0518100000213795,occur_both
0518100000213796,occur_both
0518100000213819,occur_both
0518100000213897,occur_both
0518100000213924,occur_both
0518100000214055,occur_both
0518100000214056,occur_both
0518100000214066,occur_both
0518100000214132,occur_both
0518100000214140,occur_both
0518100000214241,occur_both
0518100000214271,occur_both
0518100000214272,occur_both
0518100000214581,occur_both
0518100000214607,occur_both
0518100000214608,occur_both
0518100000214609,occur_both
0518100000214612,occur_both
0518100000214623,occur_both
0518100000214624,occur_both
0518100000214664,occur_both
0518100000214741,occur_both
0518100000214752,occur_both
0518100000214754,occur_both
0518100000214804,occur_both
0518100000214806,occur_both
0518100000214807,occur_both
0518100000214808,occur_both
0518100000214809,occur_both
0518100000214813,occur_both
0518100000214867,occur_both
0518100000214881,occur_both
0518100000214886,occur_both
0518100000214890,occur_both
0518100000214896,occur_both
0518100000214907,occur_both
0518100000214914,occur_both
0518100000214938,occur_both
0518100000214978,occur_both
0518100000215100,occur_both
0518100000215101,occur_both
0518100000215106,occur_both
0518100000215254,occur_both
0518100000215255,occur_both
0518100000215266,occur_both
0518100000215268,occur_both
0518100000215302,occur_both
0518100000215303,occur_both
0518100000215352,occur_both
0518100000215358,occur_both
0518100000215368,occur_both
0518100000215372,occur_both
0518100000215373,occur_both
0518100000215377,occur_both
0518100000215417,occur_both
0518100000215439,occur_both
0518100000215452,occur_both
0518100000215524,occur_both
0518100000215525,occur_both
0518100000215526,occur_both
0518100000215554,occur_both
0518100000215651,occur_both
0518100000215669,occur_both
0518100000215724,occur_both
0518100000215760,occur_both
0518100000215764,occur_both
0518100000215794,occur_both
0518100000215795,occur_both
0518100000215841,occur_both
0518100000215846,occur_both
0518100000215847,occur_both
0518100000215849,occur_both
0518100000215873,occur_both
0518100000215936,occur_both
0518100000215942,occur_both
0518100000215943,occur_both
0518100000215960,occur_both
0518100000216023,occur_both
0518100000216157,occur_both
0518100000216184,occur_both
0518100000216188,occur_both
0518100000216189,occur_both
0518100000216191,occur_both
0518100000216228,occur_both
0518100000216240,occur_both
0518100000216241,occur_both
0518100000216244,occur_both
0518100000216276,occur_both
0518100000216278,occur_both
0518100000216284,occur_both
0518100000216288,occur_both
0518100000216290,occur_both
0518100000216352,occur_both
0518100000216353,occur_both
0518100000216439,occur_both
0518100000216440,occur_both
0518100000216442,occur_both
0518100000216482,occur_both
0518100000216523,occur_both
0518100000216550,occur_both
0518100000216597,occur_both
0518100000216619,occur_both
0518100000216644,occur_both
0518100000216645,occur_both
0518100000216734,occur_both
0518100000216740,occur_both
0518100000216753,occur_both
0518100000216774,occur_both
0518100000216789,occur_both
0518100000216879,occur_both
0518100000216892,occur_both
0518100000216893,occur_both
0518100000216894,occur_both
0518100000216895,occur_both
0518100000216944,occur_both
0518100000216948,occur_both
0518100000216961,occur_both
0518100000216995,occur_both
0518100000217004,occur_both
0518100000217048,occur_both
0518100000217088,occur_both
0518100000217093,occur_both
0518100000217151,occur_both
0518100000217152,occur_both
0518100000217192,occur_both
0518100000217225,occur_both
0518100000217237,occur_both
0518100000217295,occur_both
0518100000217306,occur_both
0518100000217355,occur_both
0518100000217361,occur_both
0518100000217381,occur_both
0518100000217393,occur_both
0518100000217441,occur_both
0518100000217447,occur_both
0518100000217505,occur_both
0518100000217509,occur_both
0518100000217583,occur_both
0518100000217661,occur_both
0518100000217755,occur_both
0518100000217757,occur_both
0518100000217793,occur_both
0518100000217796,occur_both
0518100000217844,occur_both
0518100000217846,occur_both
0518100000217882,occur_both
0518100000218001,occur_both
0518100000218125,occur_both
0518100000218128,occur_both
0518100000218138,occur_both
0518100000218165,occur_both
0518100000218187,occur_both
0518100000218209,occur_both
0518100000218220,occur_both
0518100000218221,occur_both
0518100000218222,occur_both
0518100000218227,occur_both
0518100000218237,occur_both
0518100000218376,occur_both
0518100000218377,occur_both
0518100000218390,occur_both
0518100000218391,occur_both
0518100000218395,occur_both
0518100000218407,occur_both
0518100000218410,occur_both
0518100000218419,occur_both
0518100000218616,occur_both
0518100000218642,occur_both
0518100000218692,occur_both
0518100000218693,occur_both
0518100000218694,occur_both
0518100000218697,occur_both
0518100000218716,occur_both
0518100000218718,occur_both
0518100000218737,occur_both
0518100000218823,occur_both
0518100000218843,occur_both
0518100000218918,occur_both
0518100000219106,occur_both
0518100000219137,occur_both
0518100000219150,occur_both
0518100000219160,occur_both
0518100000219162,occur_both
0518100000219165,occur_both
0518100000219196,occur_both
0518100000219217,occur_both
0518100000219220,occur_both
0518100000219221,occur_both
0518100000219234,occur_both
0518100000219321,occur_both
0518100000219507,occur_both
0518100000219541,occur_both
0518100000219544,occur_both
0518100000219557,occur_both
0518100000219585,occur_both
0518100000219614,occur_both
0518100000219615,occur_both
0518100000219648,occur_both
0518100000219649,occur_both
0518100000219653,occur_both
0518100000219685,occur_both
0518100000219766,occur_both
0518100000219767,occur_both
0518100000219788,occur_both
0518100000219929,occur_both
0518100000219932,occur_both
0518100000219973,occur_both
0518100000220009,occur_both
0518100000220010,occur_both
0518100000220021,occur_both
0518100000220022,occur_both
0518100000220049,occur_both
0518100000220081,occur_both
0518100000220082,occur_both
0518100000220086,occur_both
0518100000220088,occur_both
0518100000220089,occur_both
0518100000220090,occur_both
0518100000220091,occur_both
0518100000220092,occur_both
0518100000220102,occur_both
0518100000220227,occur_both
0518100000220228,occur_both
0518100000220230,occur_both
0518100000220264,occur_both
0518100000220265,occur_both
0518100000220327,occur_both
0518100000220332,occur_both
0518100000220333,occur_both
0518100000220335,occur_both
0518100000220383,occur_both
0518100000220384,occur_both
0518100000220435,occur_both
0518100000220580,occur_both
0518100000220696,occur_both
0518100000220818,occur_both
0518100000220831,occur_both
0518100000220852,occur_both
0518100000220871,occur_both
0518100000220939,occur_both
0518100000220950,occur_both
0518100000220963,occur_both
0518100000220965,occur_both
0518100000221076,occur_both
0518100000221241,occur_both
0518100000221266,occur_both
0518100000221281,occur_both
0518100000221328,occur_both
0518100000221393,occur_both
0518100000221448,occur_both
0518100000221463,occur_both
0518100000221470,occur_both
0518100000221538,occur_both
0518100000221571,occur_both
0518100000221706,occur_both
0518100000221723,occur_both
0518100000221770,occur_both
0518100000221771,occur_both
0518100000221789,occur_both
0518100000221792,occur_both
0518100000221820,occur_both
0518100000221827,occur_both
0518100000221876,occur_both
0518100000221915,occur_both
0518100000221970,occur_both
0518100000221989,occur_both
0518100000222035,occur_both
0518100000222041,occur_both
0518100000222067,occur_both
0518100000222068,occur_both
0518100000222074,occur_both
0518100000222090,occur_both
0518100000222091,occur_both
0518100000222178,occur_both
0518100000222192,occur_both
0518100000222242,occur_both
0518100000222280,occur_both
0518100000222421,occur_both
0518100000222425,occur_both
0518100000222432,occur_both
0518100000222433,occur_both
0518100000222478,occur_both
0518100000222479,occur_both
0518100000222484,occur_both
0518100000222512,occur_both
0518100000222522,occur_both
0518100000222523,occur_both
0518100000222527,occur_both
0518100000222550,occur_both
0518100000222554,occur_both
0518100000222616,occur_both
0518100000222629,occur_both
0518100000222711,occur_both
0518100000222714,occur_both
0518100000222887,occur_both
0518100000222889,occur_both
0518100000222920,occur_both
0518100000222949,occur_both
0518100000222960,occur_both
0518100000222963,occur_both
0518100000222999,occur_both
0518100000223008,occur_both
0518100000223048,occur_both
0518100000223049,occur_both
0518100000223051,occur_both
0518100000223057,occur_both
0518100000223064,occur_both
0518100000223066,occur_both
0518100000223205,occur_both
0518100000223214,occur_both
0518100000223303,occur_both
0518100000223308,occur_both
0518100000223376,occur_both
0518100000223380,occur_both
0518100000223502,occur_both
0518100000223505,occur_both
0518100000223574,occur_both
0518100000223576,occur_both
0518100000223716,occur_both
0518100000223718,occur_both
0518100000223726,occur_both
0518100000223815,occur_both
0518100000223841,occur_both
0518100000223842,occur_both
0518100000223869,occur_both
0518100000223895,occur_both
0518100000223901,occur_both
0518100000223931,occur_both
0518100000223951,occur_both
0518100000224008,occur_both
0518100000224065,occur_both
0518100000224068,occur_both
0518100000224076,occur_both
0518100000224083,occur_both
0518100000224084,occur_both
0518100000224106,occur_both
0518100000224355,occur_both
0518100000224398,occur_both
0518100000224489,occur_both
0518100000224517,occur_both
0518100000224538,occur_both
0518100000224549,occur_both
0518100000224552,occur_both
0518100000224554,occur_both
0518100000224674,occur_both
0518100000224675,occur_both
0518100000224715,occur_both
0518100000224770,occur_both
0518100000224808,occur_both
0518100000224846,occur_both
0518100000224847,occur_both
0518100000224937,occur_both
0518100000225014,occur_both
0518100000225017,occur_both
0518100000225027,occur_both
0518100000225066,occur_both
0518100000225094,occur_both
0518100000225108,occur_both
0518100000225111,occur_both
0518100000225119,occur_both
0518100000225150,occur_both
0518100000225151,occur_both
0518100000225153,occur_both
0518100000225154,occur_both
0518100000225176,occur_both
0518100000225224,occur_both
0518100000225304,occur_both
0518100000225312,occur_both
0518100000225313,occur_both
0518100000225314,occur_both
0518100000225320,occur_both
0518100000225321,occur_both
0518100000225342,occur_both
0518100000225343,occur_both
0518100000225344,occur_both
0518100000225362,occur_both
0518100000225364,occur_both
0518100000225379,occur_both
0518100000225423,occur_both
0518100000225427,occur_both
0518100000225469,occur_both
0518100000225595,occur_both
0518100000225597,occur_both
0518100000225599,occur_both
0518100000225600,occur_both
0518100000225623,occur_both
0518100000225677,occur_both
0518100000225762,occur_both
0518100000225767,occur_both
0518100000225905,occur_both
0518100000225919,occur_both
0518100000225920,occur_both
0518100000225921,occur_both
0518100000225922,occur_both
0518100000225995,occur_both
0518100000225997,occur_both
0518100000226198,occur_both
0518100000226301,occur_both
0518100000226372,occur_both
0518100000226653,occur_both
0518100000226654,occur_both
0518100000226661,occur_both
0518100000226662,occur_both
0518100000226668,occur_both
0518100000226683,occur_both
0518100000226720,occur_both
0518100000226721,occur_both
0518100000226771,occur_both
0518100000226772,occur_both
0518100000226775,occur_both
0518100000226812,occur_both
0518100000226822,occur_both
0518100000226834,occur_both
0518100000226847,occur_both
0518100000226867,occur_both
0518100000226978,occur_both
0518100000226985,occur_both
0518100000227023,occur_both
0518100000227113,occur_both
0518100000227137,occur_both
0518100000227149,occur_both
0518100000227164,occur_both
0518100000227168,occur_both
0518100000227172,occur_both
0518100000227255,occur_both
0518100000227324,occur_both
0518100000227330,occur_both
0518100000227341,occur_both
0518100000227420,occur_both
0518100000227451,occur_both
0518100000227453,occur_both
0518100000227455,occur_both
0518100000227525,occur_both
0518100000227594,occur_both
0518100000227608,occur_both
0518100000227634,occur_both
0518100000227635,occur_both
0518100000227636,occur_both
0518100000227637,occur_both
0518100000227678,occur_both
0518100000227698,occur_both
0518100000227725,occur_both
0518100000227745,occur_both
0518100000227746,occur_both
0518100000227748,occur_both
0518100000227768,occur_both
0518100000227851,occur_both
0518100000227929,occur_both
0518100000227949,occur_both
0518100000227986,occur_both
0518100000228262,occur_both
0518100000228285,occur_both
0518100000228288,occur_both
0518100000228294,occur_both
0518100000228344,occur_both
0518100000228354,occur_both
0518100000228375,occur_both
0518100000228410,occur_both
0518100000228555,occur_both
0518100000228556,occur_both
0518100000228648,occur_both
0518100000228728,occur_both
0518100000228773,occur_both
0518100000228779,occur_both
0518100000228792,occur_both
0518100000228794,occur_both
0518100000228797,occur_both
0518100000228899,occur_both
0518100000229018,occur_both
0518100000229038,occur_both
0518100000229039,occur_both
0518100000229073,occur_both
0518100000229104,occur_both
0518100000229106,occur_both
0518100000229107,occur_both
0518100000229108,occur_both
0518100000229121,occur_both
0518100000229156,occur_both
0518100000229214,occur_both
0518100000229215,occur_both
0518100000229397,occur_both
0518100000229416,occur_both
0518100000229493,occur_both
0518100000229527,occur_both
0518100000229546,occur_both
0518100000229567,occur_both
0518100000229568,occur_both
0518100000229575,occur_both
0518100000229614,occur_both
0518100000229615,occur_both
0518100000229617,occur_both
0518100000229624,occur_both
0518100000229627,occur_both
0518100000229671,occur_both
0518100000229697,occur_both
0518100000229762,occur_both
0518100000229763,occur_both
0518100000229852,occur_both
0518100000229866,occur_both
0518100000229891,occur_both
0518100000229952,occur_both
0518100000229969,occur_both
0518100000229993,occur_both
0518100000230048,occur_both
0518100000230101,occur_both
0518100000230102,occur_both
0518100000230127,occur_both
0518100000230132,occur_both
0518100000230138,occur_both
0518100000230141,occur_both
0518100000230145,occur_both
0518100000230180,occur_both
0518100000230228,occur_both
0518100000230270,occur_both
0518100000230289,occur_both
0518100000230466,occur_both
0518100000230467,occur_both
0518100000230621,occur_both
0518100000230634,occur_both
0518100000230639,occur_both
0518100000230676,occur_both
0518100000230677,occur_both
0518100000230678,occur_both
0518100000230682,occur_both
0518100000230799,occur_both
0518100000230877,occur_both
0518100000230975,occur_both
0518100000230984,occur_both
0518100000230999,occur_both
0518100000231021,occur_both
0518100000231038,occur_both
0518100000231074,occur_both
0518100000231093,occur_both
0518100000231094,occur_both
0518100000231144,occur_both
0518100000231204,occur_both
0518100000231230,occur_both
0518100000231232,occur_both
0518100000231257,occur_both
0518100000231258,occur_both
0518100000231283,occur_both
0518100000231316,occur_both
0518100000231379,occur_both
0518100000231409,occur_both
0518100000231432,occur_both
0518100000231445,occur_both
0518100000231463,occur_both
0518100000231464,occur_both
0518100000231509,occur_both
0518100000231514,occur_both
0518100000231539,occur_both
0518100000231608,occur_both
0518100000231786,occur_both
0518100000231838,occur_both
0518100000231849,occur_both
0518100000231850,occur_both
0518100000231851,occur_both
0518100000231852,occur_both
0518100000231854,occur_both
0518100000231855,occur_both
0518100000231856,occur_both
0518100000231891,occur_both
0518100000231903,occur_both
0518100000231933,occur_both
0518100000231983,occur_both
0518100000232001,occur_both
0518100000232065,occur_both
0518100000232101,occur_both
0518100000232165,occur_both
0518100000232170,occur_both
0518100000232231,occur_both
0518100000232318,occur_both
0518100000232328,occur_both
0518100000232376,occur_both
0518100000232410,occur_both
0518100000232552,occur_both
0518100000232553,occur_both
0518100000232554,occur_both
0518100000232645,occur_both
0518100000232647,occur_both
0518100000232648,occur_both
0518100000232649,occur_both
0518100000232661,occur_both
0518100000232708,occur_both
0518100000232844,occur_both
0518100000232865,occur_both
0518100000232867,occur_both
0518100000232882,occur_both
0518100000232948,occur_both
0518100000232961,occur_both
0518100000233017,occur_both
0518100000233029,occur_both
0518100000233134,occur_both
0518100000233192,occur_both
0518100000233196,occur_both
0518100000233198,occur_both
0518100000233270,occur_both
0518100000233274,occur_both
0518100000233322,occur_both
0518100000233323,occur_both
0518100000233333,occur_both
0518100000233357,occur_both
0518100000233365,occur_both
0518100000233400,occur_both
0518100000233435,occur_both
0518100000233436,occur_both
0518100000233464,occur_both
0518100000233472,occur_both
0518100000233560,occur_both
0518100000233621,occur_both
0518100000233647,occur_both
0518100000233694,occur_both
0518100000233716,occur_both
0518100000233858,occur_both
0518100000233917,occur_both
0518100000233918,occur_both
0518100000233949,occur_both
0518100000233951,occur_both
0518100000233952,occur_both
0518100000233956,occur_both
0518100000233976,occur_both
0518100000234047,occur_both
0518100000234056,occur_both
0518100000234087,occur_both
0518100000234145,occur_both
0518100000234178,occur_both
0518100000234263,occur_both
0518100000234302,occur_both
0518100000234454,occur_both
0518100000234477,occur_both
0518100000234637,occur_both
0518100000234655,occur_both
0518100000234663,occur_both
0518100000234667,occur_both
0518100000234669,occur_both
0518100000234754,occur_both
0518100000234781,occur_both
0518100000234885,occur_both
0518100000234922,occur_both
0518100000234939,occur_both
0518100000235044,occur_both
0518100000235061,occur_both
0518100000235067,occur_both
0518100000235087,occur_both
0518100000235142,occur_both
0518100000235293,occur_both
0518100000235386,occur_both
0518100000235424,occur_both
0518100000235475,occur_both
0518100000235644,occur_both
0518100000235646,occur_both
0518100000235666,occur_both
0518100000235672,occur_both
0518100000235707,occur_both
0518100000235749,occur_both
0518100000235750,occur_both
0518100000235880,occur_both
0518100000235881,occur_both
0518100000235882,occur_both
0518100000235883,occur_both
0518100000235884,occur_both
0518100000236180,occur_both
0518100000236181,occur_both
0518100000236183,occur_both
0518100000236184,occur_both
0518100000236193,occur_both
0518100000236195,occur_both
0518100000236212,occur_both
0518100000236267,occur_both
0518100000236533,occur_both
0518100000236590,occur_both
0518100000236598,occur_both
0518100000236603,occur_both
0518100000236628,occur_both
0518100000236630,occur_both
0518100000236631,occur_both
0518100000236663,occur_both
0518100000236665,occur_both
0518100000236807,occur_both
0518100000236893,occur_both
0518100000236958,occur_both
0518100000236976,occur_both
0518100000237062,occur_both
0518100000237107,occur_both
0518100000237108,occur_both
0518100000237131,occur_both
0518100000237139,occur_both
0518100000237140,occur_both
0518100000237173,occur_both
0518100000237228,occur_both
0518100000237237,occur_both
0518100000237240,occur_both
0518100000237242,occur_both
0518100000237243,occur_both
0518100000237247,occur_both
0518100000237282,occur_both
0518100000237335,occur_both
0518100000237419,occur_both
0518100000237434,occur_both
0518100000237519,occur_both
0518100000237524,occur_both
0518100000237530,occur_both
0518100000237540,occur_both
0518100000237553,occur_both
0518100000237582,occur_both
0518100000237658,occur_both
0518100000237666,occur_both
0518100000237667,occur_both
0518100000237727,occur_both
0518100000237750,occur_both
0518100000237783,occur_both
0518100000237785,occur_both
0518100000237788,occur_both
0518100000237792,occur_both
0518100000237900,occur_both
0518100000237951,occur_both
0518100000237964,occur_both
0518100000237979,occur_both
0518100000238035,occur_both
0518100000238037,occur_both
0518100000238040,occur_both
0518100000238041,occur_both
0518100000238042,occur_both
0518100000238169,occur_both
0518100000238278,occur_both
0518100000238280,occur_both
0518100000238284,occur_both
0518100000238313,occur_both
0518100000238341,occur_both
0518100000238369,occur_both
0518100000238434,occur_both
0518100000238435,occur_both
0518100000238436,occur_both
0518100000238445,occur_both
0518100000238527,occur_both
0518100000238528,occur_both
0518100000238597,occur_both
0518100000238609,occur_both
0518100000238619,occur_both
0518100000238623,occur_both
0518100000238675,occur_both
0518100000238688,occur_both
0518100000238689,occur_both
0518100000238693,occur_both
0518100000238706,occur_both
0518100000238839,occur_both
0518100000238840,occur_both
0518100000238980,occur_both
0518100000238999,occur_both
0518100000239000,occur_both
0518100000239001,occur_both
0518100000239061,occur_both
0518100000239093,occur_both
0518100000239123,occur_both
0518100000239144,occur_both
0518100000239324,occur_both
0518100000239335,occur_both
0518100000239336,occur_both
0518100000239356,occur_both
0518100000239379,occur_both
0518100000239540,occur_both
0518100000239541,occur_both
0518100000239542,occur_both
0518100000239684,occur_both
0518100000239753,occur_both
0518100000239766,occur_both
0518100000239767,occur_both
0518100000239778,occur_both
0518100000239838,occur_both
0518100000239855,occur_both
0518100000239954,occur_both
0518100000240028,occur_both
0518100000240052,occur_both
0518100000240078,occur_both
0518100000240236,occur_both
0518100000240353,occur_both
0518100000240359,occur_both
0518100000240360,occur_both
0518100000240385,occur_both
0518100000240414,occur_both
0518100000240482,occur_both
0518100000240483,occur_both
0518100000240510,occur_both
0518100000240511,occur_both
0518100000240566,occur_both
0518100000240648,occur_both
0518100000240651,occur_both
0518100000240683,occur_both
0518100000240707,occur_both
0518100000240716,occur_both
0518100000240728,occur_both
0518100000240848,occur_both
0518100000240974,occur_both
0518100000240979,occur_both
0518100000241012,occur_both
0518100000241062,occur_both
0518100000241074,occur_both
0518100000241078,occur_both
0518100000241134,occur_both
0518100000241156,occur_both
0518100000241157,occur_both
0518100000241158,occur_both
0518100000241159,occur_both
0518100000241188,occur_both
0518100000241433,occur_both
0518100000241454,occur_both
0518100000241455,occur_both
0518100000241471,occur_both
0518100000241500,occur_both
0518100000241603,occur_both
0518100000241665,occur_both
0518100000241670,occur_both
0518100000241671,occur_both
0518100000241817,occur_both
0518100000241818,occur_both
0518100000241848,occur_both
0518100000241974,occur_both
0518100000242070,occur_both
0518100000242084,occur_both
0518100000242086,occur_both
0518100000242236,occur_both
